crystalline_polished,,crystalline_nonpolished,,amorphous,,crystalline_coated,,crystalline_coated2,,crystalline_pyramid,,crystalline_black,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
1166,72.97515106,1166,70.60385132,1166,55.11355591,1166,41.02852631,1166,24.77626801,1166,28.28897285,1166,55.88341522,
1165,72.75090027,1165,70.45187378,1165,55.60157394,1165,40.99881744,1165,24.74806023,1165,28.15214348,1165,55.41397858,
1164,72.66099548,1164,70.27070618,1164,56.28545761,1164,40.95563126,1164,24.70486832,1164,28.07874107,1164,55.02352905,
1163,72.44193268,1163,70.12451172,1163,56.84634399,1163,41.02157211,1163,24.66704941,1163,27.90587616,1163,54.60972214,
1162,72.27802277,1162,70.0173645,1162,57.4948616,1162,41.0089035,1162,24.63782692,1162,27.83821487,1162,54.23286057,
1161,72.0947113,1161,69.73396301,1161,58.06263733,1161,40.98050308,1161,24.60559082,1161,27.74744987,1161,53.74320221,
1160,71.87971497,1160,69.62046051,1160,58.59890747,1160,40.93430328,1160,24.53603935,1160,27.60171509,1160,53.27503586,
1159,71.69992065,1159,69.34702301,1159,59.15560913,1159,40.88178253,1159,24.4416275,1159,27.42746735,1159,52.8885231,
1158,71.49280548,1158,69.23178101,1158,59.73187256,1158,40.87253571,1158,24.43924904,1158,27.32988358,1158,52.43754578,
1157,71.27426147,1157,69.00621033,1157,60.24159241,1157,40.85746384,1157,24.31631851,1157,27.18931198,1157,51.91602707,
1156,71.09643555,1156,68.81311798,1156,60.80313492,1156,40.80203629,1156,24.34453583,1156,27.04460907,1156,51.53594208,
1155,70.88105774,1155,68.62187958,1155,61.33172607,1155,40.77077103,1155,24.28818512,1155,26.86150932,1155,51.03910065,
1154,70.72532654,1154,68.45761108,1154,61.85844421,1154,40.71725845,1154,24.18556595,1154,26.78290367,1154,50.59533691,
1153,70.49206543,1153,68.22415924,1153,62.42215729,1153,40.68874359,1153,24.16430473,1153,26.61265373,1153,50.14263535,
1152,70.38394165,1152,68.07549286,1152,62.84247208,1152,40.60252762,1152,24.07221794,1152,26.39670944,1152,49.76211929,
1151,70.09223938,1151,67.83461761,1151,63.41137695,1151,40.67588043,1151,24.08929443,1151,26.34552383,1151,49.1722641,
1150,69.7946167,1150,67.56843567,1150,63.74974823,1150,40.56927109,1150,23.9589386,1150,26.18205833,1150,48.71207047,
1149,69.70737457,1149,67.49095154,1149,64.27477264,1149,40.55383301,1149,23.91327477,1149,26.05100632,1149,48.32600403,
1148,69.38393402,1148,67.1999588,1148,64.81684113,1148,40.44424438,1148,23.85506821,1148,25.91691399,1148,47.79950714,
1147,69.19245148,1147,67.02771759,1147,65.25854492,1147,40.4364357,1147,23.78903008,1147,25.72205353,1147,47.44625473,
1146,68.99893951,1146,66.83525848,1146,65.70869446,1146,40.3980217,1146,23.76301956,1146,25.55122757,1146,46.96939468,
1145,68.72579956,1145,66.52502441,1145,66.08683777,1145,40.35255432,1145,23.71059799,1145,25.41229439,1145,46.50304413,
1144,68.52887726,1144,66.32512665,1144,66.58618927,1144,40.36008072,1144,23.59339523,1144,25.27148438,1144,46.13726044,
1143,68.27083588,1143,66.19126129,1143,66.9782486,1143,40.2835083,1143,23.53512955,1143,25.15390778,1143,45.63542557,
1142,68.11566162,1142,65.90797424,1142,67.39267731,1142,40.23025513,1142,23.56030846,1142,24.96297646,1142,45.25727081,
1141,67.85079956,1141,65.68864441,1141,67.794487,1141,40.15129471,1141,23.40587234,1141,24.79477882,1141,44.86690521,
1140,67.64713287,1140,65.42660522,1140,68.1105957,1140,40.1541748,1140,23.34833908,1140,24.69736481,1140,44.39302826,
1139,67.40817261,1139,65.29294586,1139,68.54449463,1139,40.06522751,1139,23.24352646,1139,24.48101807,1139,44.0109024,
1138,67.11353302,1138,65.02032471,1138,68.89042664,1138,40.02561951,1138,23.16890144,1138,24.34394836,1138,43.57556915,
1137,66.98051453,1137,64.83869171,1137,69.26889038,1137,39.95154572,1137,23.14342308,1137,24.20359802,1137,43.12316132,
1136,66.63744354,1136,64.5389328,1136,69.61687469,1136,39.9164238,1136,23.04205894,1136,24.00304794,1136,42.72525406,
1135,66.37819672,1135,64.24163055,1135,69.89646912,1135,39.85048676,1135,22.94161415,1135,23.87904739,1135,42.326828,
1134,66.12099457,1134,64.00346375,1134,70.2099762,1134,39.76515961,1134,22.96430016,1134,23.70003128,1134,41.86462402,
1133,65.89868927,1133,63.83367157,1133,70.58699036,1133,39.69818497,1133,22.81059074,1133,23.62578011,1133,41.46374512,
1132,65.65476227,1132,63.5698204,1132,70.88954163,1132,39.63594818,1132,22.75938797,1132,23.39830589,1132,41.12808228,
1131,65.35903931,1131,63.27655792,1131,71.18741608,1131,39.54909515,1131,22.68453789,1131,23.20635033,1131,40.69455719,
1130,65.0258255,1130,63.01403046,1130,71.43907928,1130,39.41391373,1130,22.62645531,1130,23.04950905,1130,40.21686172,
1129,64.76924133,1129,62.67935562,1129,71.74904633,1129,39.32468033,1129,22.465065,1129,22.90088081,1129,39.81771851,
1128,64.56917572,1128,62.50091934,1128,72.05930328,1128,39.26514816,1128,22.41194153,1128,22.79946136,1128,39.49124146,
1127,64.33882904,1127,62.21648407,1127,72.35533905,1127,39.22264481,1127,22.33935165,1127,22.57855606,1127,39.08277893,
1126,63.94852829,1126,61.97655106,1126,72.61882782,1126,39.12831879,1126,22.25917625,1126,22.39333153,1126,38.6961174,
1125,63.70316696,1125,61.74237823,1125,72.87308502,1125,39.01115417,1125,22.1462841,1125,22.27773094,1125,38.31466293,
1124,63.43395615,1124,61.44676971,1124,73.10958862,1124,38.92302704,1124,22.08580208,1124,22.1311264,1124,37.86702347,
1123,63.15472031,1123,61.17493057,1123,73.36681366,1123,38.89118195,1123,21.97436714,1123,21.96218491,1123,37.48997879,
1122,62.86260986,1122,60.91588593,1122,73.62281799,1122,38.7669754,1122,21.9448185,1122,21.80209351,1122,37.12577438,
1121,62.59984207,1121,60.62329865,1121,73.85571289,1121,38.62413406,1121,21.8421669,1121,21.65978622,1121,36.74295425,
1120,62.30322266,1120,60.37217331,1120,74.1107254,1120,38.58299637,1120,21.733881,1120,21.46457291,1120,36.38833237,
1119,62.01908493,1119,60.0592804,1119,74.35382843,1119,38.4393158,1119,21.64697647,1119,21.32738876,1119,36.06720734,
1118,61.71373749,1118,59.76147461,1118,74.56264496,1118,38.39851761,1118,21.5309391,1118,21.16357994,1118,35.67060089,
1117,61.40962219,1117,59.46459961,1117,74.70353699,1117,38.22144699,1117,21.48565292,1117,21.03222084,1117,35.32119751,
1116,61.09615707,1116,59.18746185,1116,75.0040741,1116,38.16085434,1116,21.44542122,1116,20.86032486,1116,34.95148468,
1115,60.8328476,1115,58.93577957,1115,75.21674347,1115,38.04424286,1115,21.31417465,1115,20.70635796,1115,34.6648407,
1114,60.51526642,1114,58.5802803,1114,75.35132599,1114,37.89700699,1114,21.16988945,1114,20.55483246,1114,34.28432465,
1113,60.20772552,1113,58.34735489,1113,75.58058167,1113,37.79897308,1113,21.09991074,1113,20.39624977,1113,33.96060944,
1112,59.88471985,1112,58.01722336,1112,75.70968628,1112,37.66607285,1112,21.01486397,1112,20.24643326,1112,33.60616684,
1111,59.6166687,1111,57.74418259,1111,75.90718842,1111,37.59593582,1111,20.91639519,1111,20.0799408,1111,33.27258682,
1110,59.24988937,1110,57.45887756,1110,76.11043549,1110,37.48641968,1110,20.78357315,1110,19.98882866,1110,32.92850876,
1109,58.95320129,1109,57.08517456,1109,76.23561859,1109,37.26239014,1109,20.75998688,1109,19.78843689,1109,32.58167648,
1108,58.57360458,1108,56.76776123,1108,76.36155701,1108,37.18695068,1108,20.6657486,1108,19.70634079,1108,32.27392578,
1107,58.32607269,1107,56.48691559,1107,76.46459961,1107,37.06528091,1107,20.54344177,1107,19.53645325,1107,31.92458153,
1106,57.99322891,1106,56.12375259,1106,76.62484741,1106,36.93016815,1106,20.42713356,1106,19.41525269,1106,31.57974243,
1105,57.72299194,1105,55.92172623,1105,76.77275848,1105,36.84125137,1105,20.34427834,1105,19.22628021,1105,31.31222725,
1104,57.38494492,1104,55.59941483,1104,76.89881897,1104,36.71736526,1104,20.25028992,1104,19.19932556,1104,31.05217171,
1103,57.10213852,1103,55.26336288,1103,76.99281311,1103,36.58328247,1103,20.14051247,1103,18.96361351,1103,30.66706657,
1102,56.77227783,1102,54.99176788,1102,77.13768005,1102,36.40280914,1102,20.0708065,1102,18.82954025,1102,30.38660049,
1101,56.42374802,1101,54.68499756,1101,77.21659088,1101,36.26705551,1101,19.93863678,1101,18.74107552,1101,30.08077431,
1100,56.0760498,1100,54.29974365,1100,77.38500214,1100,36.15278244,1100,19.80011749,1100,18.55212212,1100,29.781744,
1099,55.84802628,1099,54.04020691,1099,77.43946838,1099,35.98286438,1099,19.77768135,1099,18.42969131,1099,29.49375534,
1098,55.45845032,1098,53.71588516,1098,77.50744629,1098,35.88228989,1098,19.70642662,1098,18.24858856,1098,29.21940041,
1097,55.16902161,1097,53.40026474,1097,77.63428497,1097,35.71561432,1097,19.48705673,1097,18.18322563,1097,28.89706421,
1096,54.79319,1096,53.02794647,1096,77.74817657,1096,35.61502075,1096,19.47722816,1096,18.08147812,1096,28.62020493,
1095,54.42918396,1095,52.68656158,1095,77.79786682,1095,35.39473724,1095,19.30005646,1095,17.89637566,1095,28.27005386,
1094,54.07204056,1094,52.31665802,1094,77.82522583,1094,35.18130875,1094,19.18364334,1094,17.7462635,1094,27.90745735,
1093,53.75845337,1093,52.01154327,1093,77.85235596,1093,35.09982681,1093,19.12263107,1093,17.6446476,1093,27.66982651,
1092,53.40039825,1092,51.61383057,1092,77.92608643,1092,34.89536285,1092,19.04864311,1092,17.47924805,1092,27.42004967,
1091,52.96668243,1091,51.26569366,1091,77.99776459,1091,34.77606201,1091,18.87702942,1091,17.3509655,1091,27.16638947,
1090,52.65458679,1090,50.95876312,1090,77.95169067,1090,34.57376099,1090,18.77527618,1090,17.26740456,1090,26.94660759,
1089,52.36769867,1089,50.62863159,1089,78.03218079,1089,34.41418457,1089,18.67945099,1089,17.14782333,1089,26.59004974,
1088,51.97340393,1088,50.3492775,1088,78.09241486,1088,34.24013519,1088,18.55629921,1088,17.03385162,1088,26.3631916,
1087,51.64805603,1087,49.97497559,1087,78.12500763,1087,34.13139725,1087,18.48009872,1087,16.85844612,1087,26.08258057,
1086,51.32268524,1086,49.58994675,1086,77.95061493,1086,33.89212418,1086,18.3169117,1086,16.74317551,1086,25.76608086,
1085,50.93909073,1085,49.21207809,1085,77.95939636,1085,33.69057846,1085,18.20198059,1085,16.62234497,1085,25.52148628,
1084,50.58171082,1084,48.92737961,1084,77.99406433,1084,33.43260574,1084,18.10906601,1084,16.49211502,1084,25.19600677,
1083,50.24932098,1083,48.50202942,1083,77.93102264,1083,33.29661179,1083,17.96501732,1083,16.36489677,1083,24.95293236,
1082,49.85049057,1082,48.18340683,1082,77.99327087,1082,33.10993576,1082,17.86496544,1082,16.3000412,1082,24.70451736,
1081,49.48389816,1081,47.83839798,1081,77.94934082,1081,32.89483643,1081,17.73932266,1081,16.16329575,1081,24.45623398,
1080,49.16048813,1080,47.44342041,1080,77.8746109,1080,32.67943573,1080,17.58013153,1080,16.04845428,1080,24.17409515,
1079,48.8606987,1079,47.12634277,1079,77.95321655,1079,32.45085907,1079,17.53023911,1079,15.89695358,1079,23.91631126,
1078,48.48067856,1078,46.75867844,1078,77.87493896,1078,32.25821304,1078,17.40135765,1078,15.78855038,1078,23.67511177,
1077,48.09536743,1077,46.44849777,1077,77.7905426,1077,32.0708046,1077,17.20253944,1077,15.6995697,1077,23.45598602,
1076,47.7698555,1076,46.04480362,1076,77.64507294,1076,31.81104088,1076,17.17836761,1076,15.55378628,1076,23.11203003,
1075,47.38406372,1075,45.6999588,1075,77.65504456,1075,31.65195847,1075,17.09772873,1075,15.49500561,1075,22.96015549,
1074,47.0340538,1074,45.39458466,1074,77.51675415,1074,31.40726089,1074,16.8916626,1074,15.40653992,1074,22.69276047,
1073,46.6853447,1073,45.01043701,1073,77.4394989,1073,31.19282341,1073,16.79113388,1073,15.32331371,1073,22.40080452,
1072,46.36888504,1072,44.73033524,1072,77.36001587,1072,30.98375511,1072,16.72745514,1072,15.13108349,1072,22.17442131,
1071,45.95934677,1071,44.31136703,1071,77.26978302,1071,30.699646,1071,16.56430054,1071,15.0696125,1071,21.97267723,
1070,45.66505432,1070,43.93453217,1070,77.0475235,1070,30.50681305,1070,16.47045708,1070,14.88056374,1070,21.7377739,
1069,45.3205719,1069,43.609478,1069,77.05425262,1069,30.28819656,1069,16.33406258,1069,14.82514477,1069,21.50484467,
1068,44.98654175,1068,43.24179459,1068,76.86054993,1068,30.00528526,1068,16.21520996,1068,14.78003597,1068,21.23474121,
1067,44.55725098,1067,42.91688919,1067,76.66796112,1067,29.71500397,1067,16.11972427,1067,14.63804531,1067,21.01011467,
1066,44.22262955,1066,42.57930374,1066,76.53299713,1066,29.5150547,1066,15.95659447,1066,14.54795742,1066,20.72034454,
1065,43.8908577,1065,42.2057724,1065,76.41756439,1065,29.2325058,1065,15.81315708,1065,14.3974781,1065,20.50746346,
1064,43.5273819,1064,41.91555023,1064,76.30593872,1064,28.96693039,1064,15.70420742,1064,14.34546661,1064,20.21186256,
1063,43.14619446,1063,41.47179413,1063,75.9631958,1063,28.67349052,1063,15.53641987,1063,14.20672703,1063,20.01665878,
1062,42.81266403,1062,41.10550308,1062,75.88600922,1062,28.31966782,1062,15.45274067,1062,14.11238861,1062,19.71588516,
1061,42.41633606,1061,40.80991364,1061,75.6341095,1061,28.02453613,1061,15.31297874,1061,14.0364666,1061,19.51375389,
1060,42.05396271,1060,40.36917877,1060,75.39279175,1060,27.7670002,1060,15.14831638,1060,13.94422913,1060,19.18843079,
1059,41.66049194,1059,40.03477478,1059,75.23928833,1059,27.42585754,1059,15.02557564,1059,13.80638504,1059,18.99947548,
1058,41.26561737,1058,39.60856628,1058,74.92752838,1058,27.02904892,1058,14.84594059,1058,13.68902969,1058,18.7242012,
1057,40.95737076,1057,39.34680939,1057,74.83803558,1057,26.74043846,1057,14.78344631,1057,13.64081478,1057,18.47278023,
1056,40.62996292,1056,38.8820343,1056,74.5840683,1056,26.40738106,1056,14.54592228,1056,13.52024269,1056,18.22654533,
1055,40.25831223,1055,38.57363892,1055,74.33435822,1055,26.072649,1055,14.44231701,1055,13.39709187,1055,17.98705482,
1054,39.90406418,1054,38.2648201,1054,74.02419281,1054,25.6826458,1054,14.26475334,1054,13.33298874,1054,17.67871094,
1053,39.52550125,1053,37.86624527,1053,73.66448975,1053,25.27813339,1053,14.11934376,1053,13.24923229,1053,17.44146538,
1052,39.25180435,1052,37.50664139,1052,73.43344879,1052,24.99543953,1052,14.00400066,1052,13.14469433,1052,17.26369858,
1051,38.94579697,1051,37.29465866,1051,73.18002319,1051,24.63152313,1051,13.86199188,1051,12.99471378,1051,17.02835464,
1050,38.64616776,1050,36.93690491,1050,72.92108154,1050,24.26200485,1050,13.72885513,1050,12.95572186,1050,16.73894882,
1049,38.40346146,1049,36.69838715,1049,72.58795929,1049,23.84282303,1049,13.52207661,1049,12.83005619,1049,16.52740479,
1048,38.02998352,1048,36.47756195,1048,72.26261902,1048,23.56808281,1048,13.45593929,1048,12.79495049,1048,16.32124329,
1047,37.84074402,1047,36.16521835,1047,71.93060303,1047,23.2233429,1047,13.31402397,1047,12.73741436,1047,16.17773056,
1046,37.5893364,1046,35.94504547,1046,71.62095642,1046,22.88957596,1046,13.13894844,1046,12.65841293,1046,15.92035103,
1045,37.44333267,1045,35.76692963,1045,71.28813934,1045,22.61012077,1045,13.08250427,1045,12.54207516,1045,15.70692825,
1044,37.12083817,1044,35.46279526,1044,70.9153595,1044,22.19844055,1044,12.96342945,1044,12.51319027,1044,15.53299999,
1043,36.97037125,1043,35.33420944,1043,70.59643555,1043,21.8816452,1043,12.76749706,1043,12.43955708,1043,15.27903366,
1042,36.77635956,1042,35.09658432,1042,70.28734589,1042,21.54413986,1042,12.71025372,1042,12.38384438,1042,15.12166119,
1041,36.61222839,1041,34.95841599,1041,69.76171112,1041,21.22784233,1041,12.52970695,1041,12.34839153,1041,14.92963982,
1040,36.46908569,1040,34.82800293,1040,69.51953888,1040,20.95179367,1040,12.40029335,1040,12.24462318,1040,14.78087425,
1039,36.2978096,1039,34.5903244,1039,69.02361298,1039,20.63611221,1039,12.30302525,1039,12.16550446,1039,14.58424664,
1038,36.1733284,1038,34.524189,1038,68.65579987,1038,20.30153275,1038,12.16570759,1038,12.14562988,1038,14.38664341,
1037,36.03914261,1037,34.3686409,1037,68.26066589,1037,20.00899887,1037,12.10108471,1037,12.11434937,1037,14.22014523,
1036,35.94150925,1036,34.21818542,1036,67.85163879,1036,19.68413544,1036,12.02213287,1036,12.07010269,1036,14.13093948,
1035,35.78733826,1035,34.12134933,1035,67.44747162,1035,19.39474487,1035,11.82189178,1035,12.03252029,1035,13.92079544,
1034,35.62146378,1034,34.02726364,1034,67.01138306,1034,19.10886383,1034,11.75252438,1034,11.89360332,1034,13.75768185,
1033,35.61326599,1033,33.83101273,1033,66.61762238,1033,18.84462357,1033,11.68095398,1033,11.90976238,1033,13.60269165,
1032,35.49879456,1032,33.75483322,1032,66.20587158,1032,18.56919289,1032,11.52943516,1032,11.88656425,1032,13.43463326,
1031,35.44589615,1031,33.72369003,1031,65.82203674,1031,18.27698135,1031,11.50012016,1031,11.87668324,1031,13.33292103,
1030,35.36234665,1030,33.68359756,1030,65.28817749,1030,18.03701019,1030,11.35680485,1030,11.7772913,1030,13.10058212,
1029,35.29066849,1029,33.57502365,1029,64.94547272,1029,17.74275208,1029,11.30873299,1029,11.78227329,1029,13.06370544,
1028,35.2675209,1028,33.54335403,1028,64.53430939,1028,17.50150681,1028,11.18296051,1028,11.76537037,1028,12.9627676,
1027,35.1684494,1027,33.46007156,1027,64.1827774,1027,17.28793526,1027,11.06809711,1027,11.65849686,1027,12.7977953,
1026,35.14870834,1026,33.42142105,1026,63.72856522,1026,17.06418991,1026,11.06085205,1026,11.66164398,1026,12.66338539,
1025,35.0278244,1025,33.30089569,1025,63.34531403,1025,16.78839874,1025,10.8892355,1025,11.65008259,1025,12.51618576,
1024,35.00524902,1024,33.37514877,1024,63.07528687,1024,16.5537796,1024,10.81337452,1024,11.64275646,1024,12.35042953,
1023,34.98271942,1023,33.27410889,1023,62.61377335,1023,16.34942627,1023,10.72991848,1023,11.58259106,1023,12.34191895,
1022,34.94419861,1022,33.25074768,1022,62.3418808,1022,16.17047119,1022,10.70825958,1022,11.57988358,1022,12.20512295,
1021,34.92167282,1021,33.20975876,1021,61.91069412,1021,15.98256207,1021,10.62878799,1021,11.59718418,1021,12.08057594,
1020,34.8615036,1020,33.18000793,1020,61.67711639,1020,15.72481346,1020,10.50150585,1020,11.55311966,1020,12.02234936,
1019,34.87678146,1019,33.19061279,1019,61.38870239,1019,15.49907589,1019,10.53281403,1019,11.56993771,1019,11.89823532,
1018,34.90884399,1018,33.15065384,1018,61.13253784,1018,15.36516666,1018,10.40895271,1018,11.50196075,1018,11.79694653,
1017,34.81407928,1017,33.11550903,1017,60.91725922,1017,15.13449669,1017,10.29238796,1017,11.52101421,1017,11.6318531,
1016,34.83441925,1016,33.132164,1016,60.70061493,1016,14.96966362,1016,10.27141857,1016,11.48442841,1016,11.62422466,
1015,34.72961044,1015,33.14865112,1015,60.56259918,1015,14.77513885,1015,10.16640472,1015,11.45130062,1015,11.52433872,
1014,34.78084946,1014,33.05641556,1014,60.45952988,1014,14.66722965,1014,10.13440418,1014,11.46491528,1014,11.44146061,
1013,34.7514267,1013,33.05442047,1013,60.23118591,1013,14.45795631,1013,10.10839462,1013,11.4545393,1013,11.31741333,
1012,34.74604034,1012,33.02740479,1012,60.26760483,1012,14.40974808,1012,10.00857735,1012,11.41881943,1012,11.25924397,
1011,34.80343628,1011,33.0121994,1011,60.25068283,1011,14.21268177,1011,9.98044014,1011,11.35706043,1011,11.13011074,
1010,34.80751419,1010,33.08707047,1010,60.28675842,1010,14.05117226,1010,9.948514938,1010,11.35573006,1010,11.06383133,
1009,34.75338364,1009,33.07506561,1009,60.36774445,1009,13.96584797,1009,9.874508858,1009,11.34209919,1009,11.07456684,
1008,34.81245041,1008,33.08443451,1008,60.38565063,1008,13.81094742,1008,9.800954819,1008,11.37016869,1008,10.95660877,
1007,34.69213104,1007,33.06780624,1007,60.61526108,1007,13.76910782,1007,9.760316849,1007,11.38622952,1007,10.91134167,
1006,34.7174263,1006,33.04587173,1006,60.782547,1006,13.54791927,1006,9.698764801,1006,11.33530617,1006,10.89268208,
1005,34.76942062,1005,33.05121231,1005,61.04746628,1005,13.43266487,1005,9.658299446,1005,11.32876015,1005,10.82112408,
1004,34.73988724,1004,33.0117836,1004,61.22116852,1004,13.34741974,1004,9.614113808,1004,11.27899361,1004,10.68552685,
1003,34.77018356,1003,33.00031662,1003,61.62211227,1003,13.27612686,1003,9.615016937,1003,11.30932713,1003,10.69753265,
1002,34.73698425,1002,33.05691147,1002,61.83726883,1002,13.10840988,1002,9.528017044,1002,11.33522797,1002,10.60670376,
1001,34.74727631,1001,33.08389664,1001,62.39085388,1001,13.03842545,1001,9.532344818,1001,11.32242966,1001,10.53399181,
1000,34.78889465,1000,32.99570847,1000,62.75027847,1000,12.97002697,1000,9.512419701,1000,11.25450134,1000,10.46512699,
999,34.74770737,999,33.10306168,999,63.239254,999,12.92801666,999,9.388555527,999,11.28776646,999,10.44433308,
998,34.78915024,998,33.05636597,998,63.7092247,998,12.73181152,998,9.374462128,998,11.3499279,998,10.42012596,
997,34.71884537,997,33.10067368,997,64.19773102,997,12.75398731,997,9.404524803,997,11.25360489,997,10.34833241,
996,34.73397064,996,33.01476288,996,64.76506805,996,12.66499901,996,9.314173698,996,11.26919937,996,10.30180168,
995,34.78917313,995,33.13576126,995,65.29315948,995,12.57176399,995,9.334470749,995,11.22785759,995,10.23371792,
994,34.74590302,994,33.00513077,994,65.94243622,994,12.5592289,994,9.244825363,994,11.26357937,994,10.2237854,
993,34.8068428,993,33.01800919,993,66.46728516,993,12.40072727,993,9.262145996,993,11.24417877,993,10.13899994,
992,34.79977798,992,33.12374115,992,67.179245,992,12.40219212,992,9.172651291,992,11.22793007,992,10.1645937,
991,34.71344757,991,33.07813644,991,67.6763382,991,12.30727005,991,9.186157227,991,11.2468977,991,10.12678146,
990,34.80456161,990,33.11408615,990,68.34848785,990,12.30904102,990,9.17743969,990,11.23778343,990,10.09605694,
989,34.77814102,989,33.10221863,989,68.97695923,989,12.22688675,989,9.11059761,989,11.212286,989,9.998153687,
988,34.80315781,988,33.05335236,988,69.62976074,988,12.16931438,988,9.148986816,988,11.19536495,988,9.969311714,
987,34.76428223,987,33.06807709,987,70.30986023,987,12.15633488,987,9.113574982,987,11.20344639,987,9.955150604,
986,34.87292099,986,33.10660934,986,70.9331665,986,12.15314007,986,9.048648834,986,11.23455524,986,9.931235313,
985,34.74832916,985,33.11239624,985,71.51219177,985,12.04080105,985,9.038024902,985,11.14834118,985,9.909561157,
984,34.82679367,984,33.10929108,984,72.0718689,984,12.02862072,984,8.982027054,984,11.16517544,984,9.873394966,
983,34.84112167,983,33.14560699,983,72.78048706,983,12.07626057,983,8.982112885,983,11.20275593,983,9.869012833,
982,34.81652832,982,33.14986801,982,73.37428284,982,11.96829414,982,8.987340927,982,11.16222763,982,9.822435379,
981,34.78964996,981,33.10824966,981,73.81996155,981,11.90967274,981,8.892694473,981,11.17171478,981,9.775754929,
980,34.80566025,980,33.12361145,980,74.48153687,980,11.90534401,980,8.963321686,980,11.14556885,980,9.808225632,
979,34.87391281,979,33.06913757,979,75.00344849,979,11.8716259,979,8.89678669,979,11.14509201,979,9.73110199,
978,34.83787537,978,33.11520004,978,75.54627991,978,11.86322498,978,8.927404404,978,11.17896843,978,9.778780937,
977,34.78837967,977,33.12320709,977,75.99324036,977,11.8547802,977,8.856291771,977,11.12765408,977,9.71145153,
976,34.78725815,976,33.10889435,976,76.53938293,976,11.80648327,976,8.845671654,976,11.16609097,976,9.662088394,
975,34.82510376,975,33.1828804,975,77.09285736,975,11.77924728,975,8.85447216,975,11.15969086,975,9.666843414,
974,34.83642197,974,33.11597824,974,77.35292053,974,11.84165955,974,8.901682854,974,11.13691235,974,9.676179886,
973,34.83717346,973,33.08861542,973,77.89427948,973,11.75270557,973,8.785671234,973,11.09636593,973,9.632332802,
972,34.86141586,972,33.10110092,972,78.35604095,972,11.73146439,972,8.852024078,972,11.11518574,972,9.625095367,
971,34.8352623,971,33.08219528,971,78.60617828,971,11.68144989,971,8.780702591,971,11.06748199,971,9.589612961,
970,34.91584778,970,33.22649384,970,79.04573822,970,11.75583267,970,8.757950783,970,11.11435986,970,9.636239052,
969,34.84882355,969,33.13134384,969,79.37887573,969,11.67679977,969,8.774929047,969,11.06207752,969,9.638009071,
968,34.8860321,968,33.18142319,968,79.72956085,968,11.69632339,968,8.80290699,968,11.10032654,968,9.563492775,
967,34.87705231,967,33.16987228,967,79.99675751,967,11.69767189,967,8.753558159,967,11.10410309,967,9.477238655,
966,34.91316986,966,33.16607666,966,80.36252594,966,11.63643169,966,8.741615295,966,11.04367065,966,9.529000282,
965,34.93884659,965,33.20852661,965,80.64232635,965,11.67811394,965,8.743806839,965,11.06935024,965,9.510231018,
964,34.90899277,964,33.1716156,964,80.90447998,964,11.67549419,964,8.65248394,964,11.01321316,964,9.513958931,
963,34.87362289,963,33.15587997,963,81.23807526,963,11.69553947,963,8.769568443,963,11.09787369,963,9.527943611,
962,34.85644531,962,33.12805557,962,81.35581207,962,11.65153885,962,8.723600388,962,10.98795414,962,9.465460777,
961,34.96310425,961,33.18748856,961,81.6529007,961,11.77941513,961,8.676808357,961,11.04411793,961,9.447613716,
960,34.96490479,960,33.22774887,960,81.84311676,960,11.64657402,960,8.656267166,960,11.0598135,960,9.442314148,
959,34.92481613,959,33.26558304,959,82.07047272,959,11.71224976,959,8.707509995,959,11.05528069,959,9.457170486,
958,34.96111298,958,33.18676758,958,82.3146286,958,11.60800266,958,8.716826439,958,10.96111012,958,9.403516769,
957,34.86972046,957,33.15969086,957,82.40380859,957,11.66195393,957,8.700381279,957,10.98278427,957,9.392133713,
956,34.94101334,956,33.26179504,956,82.56015015,956,11.67065907,956,8.686387062,956,10.92792511,956,9.397169113,
955,34.95976639,955,33.18069458,955,82.70085144,955,11.6109457,955,8.662270546,955,10.95030403,955,9.397984505,
954,34.91016388,954,33.21375656,954,82.8956604,954,11.63127613,954,8.662096024,954,10.9957037,954,9.377942085,
953,34.94251633,953,33.21988678,953,83.00795746,953,11.67726421,953,8.638448715,953,10.95985317,953,9.385451317,
952,34.94253159,952,33.27934647,952,83.16693115,952,11.57196808,952,8.605365753,952,10.92625523,952,9.334012032,
951,34.92742538,951,33.20476532,951,83.19232178,951,11.57444477,951,8.647356987,951,10.86925888,951,9.305591583,
950,34.98381042,950,33.19511032,950,83.34226227,950,11.55249596,950,8.589081764,950,10.91217804,950,9.343449593,
949,35.00466919,949,33.20795441,949,83.45399475,949,11.56886482,949,8.637134552,949,10.9653492,949,9.324860573,
948,35.03984451,948,33.19885254,948,83.49065399,948,11.54796886,948,8.658519745,948,10.88407612,948,9.374276161,
947,35.01737595,947,33.24455643,947,83.57863617,947,11.54576111,947,8.669487,947,10.8547802,947,9.349164009,
946,34.9687767,946,33.21408844,946,83.63337708,946,11.56969261,946,8.634361267,946,10.87740135,946,9.238915443,
945,35.0674057,945,33.22030258,945,83.69449615,945,11.54211617,945,8.619726181,945,10.87796688,945,9.277158737,
