crystalline_polished,,crystalline_nonpolished,,amorphous,,crystalline_coated,,crystalline_coated2,,crystalline_pyramid,,crystalline_black,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
504,41.37268829,504,38.42163467,504,44.16899109,504,19.56995392,504,18.54790688,504,11.03030777,504,7.276484966,
503,41.44877625,503,38.5185318,503,44.18909454,503,19.75223351,503,18.6242218,503,11.04628754,503,7.277108192,
502,41.48347473,502,38.50612259,502,44.29959488,502,19.86612701,502,18.63851929,502,11.03496075,502,7.296164989,
501,41.56243134,501,38.57698059,501,44.23962021,501,20.07236862,501,18.71042633,501,11.05077934,501,7.303662777,
500,41.58558655,500,38.59576416,500,44.35002899,500,20.27051735,500,18.76255989,500,11.0703001,500,7.310230255,
499,41.60266876,499,38.66876984,499,44.33072662,499,20.42190361,499,18.83456993,499,11.08519363,499,7.304667473,
498,41.69336319,498,38.66666031,498,44.40950012,498,20.57891655,498,18.8964653,498,11.10349369,498,7.30723238,
497,41.74341202,497,38.74676514,497,44.47681427,497,20.79587936,497,18.94769096,497,11.08085251,497,7.304097176,
496,41.78182602,496,38.8295517,496,44.48665619,496,20.94407463,496,18.97886467,496,11.10801792,496,7.295089245,
495,41.82077789,495,38.83643341,495,44.5506134,495,21.13603783,495,19.04111862,495,11.15869331,495,7.326154232,
494,41.90572357,494,38.89385605,494,44.51909256,494,21.28437233,494,19.11974144,494,11.14369583,494,7.310277939,
493,41.98117065,493,38.93006897,493,44.60919571,493,21.49364662,493,19.15925407,493,11.17410851,493,7.319377422,
492,41.95055008,492,38.93693924,492,44.61214066,492,21.65969467,492,19.18152809,492,11.16856003,492,7.326672077,
491,42.07838058,491,39.04673386,491,44.69578171,491,21.86114502,491,19.26455688,491,11.17209053,491,7.338886738,
490,42.11650848,490,39.06938171,490,44.72333908,490,22.04637718,490,19.30893135,490,11.19142437,490,7.326667786,
489,42.14762878,489,39.09763718,489,44.74880981,489,22.20399094,489,19.35027313,489,11.21442795,489,7.343697548,
488,42.21145248,488,39.1857338,488,44.7754097,488,22.39317131,488,19.42153549,488,11.20738411,488,7.342556953,
487,42.35414505,487,39.26923752,487,44.83936691,487,22.62658119,487,19.46090126,487,11.24992371,487,7.36137104,
486,42.33325577,486,39.30386353,486,44.91259766,486,22.78149033,486,19.53203773,486,11.2519846,486,7.382434845,
485,42.38778687,485,39.35020447,485,44.98600388,485,22.97530556,485,19.57630157,485,11.27329159,485,7.378492355,
484,42.40414047,484,39.33762741,484,44.97806549,484,23.16337967,484,19.59886742,484,11.26312447,484,7.37501812,
483,42.51398087,483,39.45552826,483,45.01925278,483,23.33572769,483,19.65458679,483,11.29006195,483,7.359755993,
482,42.55117035,482,39.46435928,482,45.04397964,482,23.51281357,482,19.67327118,482,11.2933836,482,7.359968662,
481,42.61704254,481,39.5712471,481,45.10116577,481,23.76670456,481,19.74212837,481,11.34029388,481,7.392957211,
480,42.68722153,480,39.60658264,480,45.12966919,480,23.91234207,480,19.78743553,480,11.33833504,480,7.383485317,
479,42.72841644,479,39.63109589,479,45.12643051,479,24.13924217,479,19.83475113,479,11.34146786,479,7.386695385,
478,42.85214615,478,39.73699951,478,45.27947235,478,24.32417679,478,19.8885479,478,11.35810566,478,7.412110806,
477,42.8289566,477,39.77569199,477,45.23453903,477,24.48182487,477,19.93996429,477,11.35921383,477,7.422330379,
476,42.90513611,476,39.83225632,476,45.30664444,476,24.71153641,476,19.96638489,476,11.38623333,476,7.410369873,
475,42.98768234,475,39.89730835,475,45.33356857,475,24.93318748,475,20.00276375,475,11.40601349,475,7.428855419,
474,43.04961777,474,39.94587326,474,45.40788651,474,25.12173271,474,20.06189346,474,11.42791176,474,7.408147812,
473,43.13646317,473,39.99903107,473,45.43065262,473,25.32303238,473,20.06966782,473,11.43611145,473,7.422534466,
472,43.21485901,472,40.06911469,472,45.48296738,472,25.51772308,472,20.12948418,472,11.43261051,472,7.436861992,
471,43.2796402,471,40.13175201,471,45.52455139,471,25.7068367,471,20.16824532,471,11.46504211,471,7.440758705,
470,43.33805466,470,40.12956619,470,45.51917648,470,25.90476608,470,20.22132874,470,11.47124481,470,7.449956417,
469,43.421875,469,40.22830582,469,45.56115723,469,26.1462574,469,20.27525139,469,11.48487949,469,7.451460361,
468,43.50156403,468,40.28787994,468,45.63591003,468,26.32934952,468,20.28355026,468,11.52399826,468,7.453354359,
467,43.51335907,467,40.37011337,467,45.6932373,467,26.55521393,467,20.337677,467,11.51786041,467,7.458128929,
466,43.62324905,466,40.43199921,466,45.6781044,466,26.72344208,466,20.37103653,466,11.55783272,466,7.467231274,
465,43.66878128,465,40.48318863,465,45.73688889,465,26.96018791,465,20.39287186,465,11.56850719,465,7.454771042,
464,43.75654602,464,40.53027344,464,45.84535599,464,27.18287468,464,20.48032951,464,11.58989811,464,7.482353687,
463,43.83615112,463,40.61790085,463,45.86524963,463,27.39061928,463,20.51205635,463,11.58862972,463,7.486514568,
462,43.92702103,462,40.65954208,462,45.90538025,462,27.55941772,462,20.5284462,462,11.62003899,462,7.489026546,
461,43.95013428,461,40.72932053,461,45.92456436,461,27.76654625,461,20.57888222,461,11.65651989,461,7.480863571,
460,44.10487747,460,40.84843826,460,45.99829865,460,27.97704124,460,20.5885849,460,11.64211464,460,7.495771885,
459,44.16672897,459,40.90673447,459,46.06544495,459,28.23918724,459,20.59994888,459,11.6528616,459,7.527096748,
458,44.21628571,458,40.96925735,458,46.11582565,458,28.44069862,458,20.63198662,458,11.70000267,458,7.526490211,
457,44.26682663,457,41.03286362,457,46.10336304,457,28.64194298,457,20.64525414,457,11.68362045,457,7.531466961,
456,44.44842529,456,41.14365387,456,46.21739197,456,28.88387108,456,20.71545982,456,11.73533344,456,7.556080818,
455,44.539608,455,41.20750427,455,46.28560638,455,29.11365128,455,20.73793602,455,11.7557373,455,7.546780109,
454,44.56680679,454,41.24643326,454,46.32580566,454,29.35890198,454,20.7597084,454,11.76932049,454,7.573385715,
453,44.68150711,453,41.343647,453,46.34252548,453,29.54227257,453,20.78470421,453,11.78009701,453,7.558617115,
452,44.79848862,452,41.50944519,452,46.44221878,452,29.76392746,452,20.81188774,452,11.80446625,452,7.576931477,
451,44.78601837,451,41.55730438,451,46.44266891,451,29.99876404,451,20.80170059,451,11.83643341,451,7.594185352,
450,44.88632584,450,41.56125259,450,46.46921921,450,30.1986599,450,20.87471962,450,11.84165287,450,7.59012413,
449,45.01583862,449,41.70432663,449,46.57444763,449,30.45888901,449,20.89887047,449,11.85505867,449,7.601622581,
448,45.10641861,448,41.81197739,448,46.64082718,448,30.70170593,448,20.92883682,448,11.88012981,448,7.602380276,
447,45.18981171,447,41.86892319,447,46.68067551,447,30.8950367,447,20.93166161,447,11.87701416,447,7.615116119,
446,45.2938118,446,41.9338913,446,46.68330383,446,31.13243866,446,20.99414825,446,11.90434837,446,7.63988924,
445,45.37351608,445,42.0370636,445,46.73773956,445,31.36946869,445,20.99595833,445,11.95567417,445,7.643788338,
444,45.5056076,444,42.13988495,444,46.77027893,444,31.61836815,444,20.98986435,444,11.95759678,444,7.654502869,
443,45.5570488,443,42.27659225,443,46.85751343,443,31.80339432,443,21.05931664,443,11.99143791,443,7.656728268,
442,45.79628372,442,42.37735748,442,46.91523743,442,32.08861542,442,21.05210495,442,12.01648808,442,7.684913158,
441,45.80619431,441,42.4187851,441,46.98714066,441,32.32489777,441,21.0877533,441,12.06687927,441,7.697574615,
440,45.92239761,440,42.51583099,440,46.96756363,440,32.55591202,440,21.057827,440,12.06156063,440,7.697293282,
439,46.05213165,439,42.64269638,439,47.09654236,439,32.79310226,439,21.07489014,439,12.0944519,439,7.722208023,
438,46.16251755,438,42.73853683,438,47.04462433,438,33.0316124,438,21.09148216,438,12.11025047,438,7.729097366,
437,46.28601837,437,42.82011032,437,47.20277023,437,33.25276184,437,21.12258148,437,12.16719818,437,7.719696522,
436,46.35199738,436,42.92810059,436,47.17743301,436,33.5152626,436,21.11297798,436,12.17247868,436,7.734595776,
435,46.41179276,435,43.03256989,435,47.27335739,435,33.75566483,435,21.15110016,435,12.1920681,435,7.737287045,
434,46.61049652,434,43.09870148,434,47.29977417,434,34.04733276,434,21.17196846,434,12.21482468,434,7.765618801,
433,46.64029312,433,43.24685669,433,47.34388733,433,34.24477768,433,21.16146851,433,12.24710941,433,7.751695156,
432,46.80531311,432,43.40001297,432,47.41762161,432,34.5118103,432,21.22047234,432,12.28300858,432,7.797734261,
431,46.87294006,431,43.42344284,431,47.46380997,431,34.70859528,431,21.18990707,431,12.31367874,431,7.809485435,
430,47.02288437,430,43.54571533,430,47.51267242,430,34.96232986,430,21.15578651,430,12.35462189,430,7.825176239,
429,47.20468521,429,43.74480438,429,47.61119843,429,35.25770187,429,21.18761444,429,12.38930607,429,7.831481934,
428,47.28689957,428,43.84778214,428,47.6169014,428,35.51107407,428,21.18492126,428,12.41875362,428,7.861633778,
427,47.39227676,427,43.93891907,427,47.73535919,427,35.73788071,427,21.22566032,427,12.46477985,427,7.839537621,
426,47.52128983,426,44.04954147,426,47.74104309,426,36.03325653,426,21.19991493,426,12.49922657,426,7.882612228,
425,47.63751602,425,44.12528992,425,47.76211929,425,36.25964355,425,21.1764679,425,12.49888515,425,7.879401207,
424,47.77237701,424,44.29804611,424,47.78463745,424,36.5347023,424,21.15112305,424,12.5807066,424,7.89351368,
423,47.99859238,423,44.45786667,423,47.90601349,423,36.84256744,423,21.16034889,423,12.58750153,423,7.910084724,
422,48.15159225,422,44.59677124,422,48.02039719,422,37.09699631,422,21.19325447,422,12.65376854,422,7.917637348,
421,48.31193542,421,44.69555664,421,48.01992035,421,37.29138184,421,21.19737816,421,12.66889,421,7.947684765,
420,48.40840149,420,44.87271118,420,48.11387253,420,37.56010437,420,21.13650322,420,12.70212364,420,7.953195095,
419,48.58705521,419,45.01535034,419,48.10987473,419,37.81712723,419,21.12260056,419,12.74252987,419,8.000240326,
418,48.76922607,418,45.18484116,418,48.25456238,418,38.1566391,418,21.14767456,418,12.79917049,418,7.991769314,
417,48.91566467,417,45.37008667,417,48.31289673,417,38.47661591,417,21.15225983,417,12.84906864,417,8.032040596,
416,48.99572372,416,45.42919922,416,48.28543472,416,38.67150116,416,21.12547112,416,12.85980034,416,8.048018456,
415,49.1567955,415,45.62011719,415,48.36405945,415,38.98153687,415,21.12397194,415,12.90905476,415,8.072525978,
414,49.42502594,414,45.84989929,414,48.5315094,414,39.34799194,414,21.09248924,414,12.98286629,414,8.097157478,
413,49.60464096,413,45.95847702,413,48.55634308,413,39.52614212,413,21.06795883,413,13.05553341,413,8.115603447,
412,49.84660339,412,46.1275177,412,48.6457901,412,39.91764069,412,21.07117844,412,13.07441902,412,8.154632568,
411,50.04511642,411,46.32461548,411,48.72171783,411,40.14385223,411,21.06658745,411,13.11905098,411,8.172000885,
410,50.16130829,410,46.50702286,410,48.71081543,410,40.52857208,410,21.01864052,410,13.1675396,410,8.184866905,
409,50.38189697,409,46.67124939,409,48.73450851,409,40.69979858,409,21.01588249,409,13.23747635,409,8.203578949,
408,50.57125854,408,46.88485336,408,48.91575623,408,41.0644455,408,21.00169754,408,13.23937321,408,8.240558624,
407,50.81926727,407,47.10895538,407,48.99753189,407,41.47317886,407,20.98891258,407,13.34000969,407,8.236536026,
406,50.96328735,406,47.27065659,406,48.94203949,406,41.71857071,406,20.91047478,406,13.33572006,406,8.262090683,
405,51.18613815,405,47.44376373,405,49.0499115,405,42.06201553,405,20.89728546,405,13.48262596,405,8.281434059,
404,51.46026611,404,47.7893219,404,49.20244217,404,42.44297791,404,20.86495972,404,13.48034096,404,8.323973656,
403,51.73935318,403,47.95085144,403,49.23605728,403,42.7607193,403,20.90094757,403,13.56345558,403,8.354848862,
402,51.91510773,402,48.19950485,402,49.28259277,402,42.98551941,402,20.8081646,402,13.64264965,402,8.364368439,
401,52.12066269,401,48.36930084,401,49.34173584,401,43.39825821,401,20.7368927,401,13.69003201,401,8.384637833,
400,52.53013992,400,48.64080429,400,49.51909637,400,43.74734879,400,20.73019791,400,13.72870541,400,8.442567825,
399,52.61437225,399,48.8756752,399,49.49509811,399,44.1282692,399,20.66053009,399,13.83738327,399,8.456383705,
398,52.86672592,398,49.09132004,398,49.61358643,398,44.52671814,398,20.5815239,398,13.88310051,398,8.502462387,
397,53.12968445,397,49.39326477,397,49.69752884,397,44.81709671,397,20.55324173,397,13.9717083,397,8.517014503,
396,53.54855728,396,49.72577667,396,49.79200363,396,45.2436142,396,20.45045662,396,14.09107113,396,8.563147545,
395,53.82788086,395,49.90591812,395,49.9249649,395,45.69147491,395,20.43372154,395,14.18040371,395,8.581474304,
394,54.06104279,394,50.31352234,394,50.02487183,394,45.99140167,394,20.37551498,394,14.21935558,394,8.627055168,
393,54.4213295,393,50.57896423,393,50.06444931,393,46.38045883,393,20.29010582,393,14.33481884,393,8.651136398,
392,54.85174561,392,50.9136734,392,50.18202209,392,46.89562607,392,20.31547928,392,14.43499947,392,8.704394341,
391,55.12527847,391,51.25686646,391,50.29834366,391,47.26312637,391,20.20770073,391,14.55275154,391,8.734790802,
390,55.41717911,390,51.62160873,390,50.3404808,390,47.61669922,390,20.11360741,390,14.60076141,390,8.751094818,
389,55.85498047,389,51.88710785,389,50.41552353,389,47.98480606,389,19.99550056,389,14.77289391,389,8.805290222,
388,56.24592972,388,52.26119614,388,50.5037384,388,48.46715927,388,19.9035511,388,14.84759903,388,8.890506744,
387,56.62747192,387,52.62800598,387,50.6583519,387,48.79497528,387,19.79933167,387,15.03009796,387,8.906075478,
386,57.00382614,386,52.96250534,386,50.7436142,386,49.30868912,386,19.73749161,386,15.13833523,386,8.991121292,
385,57.51239777,385,53.50559235,385,50.84783554,385,49.71933365,385,19.65081978,385,15.21806717,385,9.000972748,
384,57.87191391,384,53.75307083,384,50.8513031,384,50.09113693,384,19.51050568,384,15.42625904,384,9.06314373,
383,58.30091858,383,54.35909653,383,51.02767944,383,50.47655106,383,19.42481995,383,15.53461361,383,9.126457214,
382,58.76849365,382,54.74264145,382,51.12498856,382,50.9715271,382,19.29534912,382,15.72323895,382,9.135183334,
381,59.17093277,381,55.20689011,381,51.17603683,381,51.27596283,381,19.09612274,381,15.80092621,381,9.232899666,
380,59.75787735,380,55.67253876,380,51.23987198,380,51.67080688,380,18.95888329,380,15.99442768,380,9.322898865,
379,60.18032455,379,56.10619354,379,51.41099548,379,52.07112503,379,18.74440384,379,16.1764679,379,9.347605705,
378,60.68434143,378,56.56354523,378,51.55023193,378,52.41960144,378,18.57517433,378,16.29787445,378,9.445597649,
377,61.31271744,377,57.15638351,377,51.68085098,377,52.8106575,377,18.42638016,377,16.52733421,377,9.517419815,
376,61.91322327,376,57.63810349,376,51.67683792,376,53.14756012,376,18.19689941,376,16.68245697,376,9.548130989,
375,62.34040833,375,58.26023865,375,51.78918839,375,53.4831543,375,18.01259613,375,16.78136063,375,9.623117447,
374,62.7561264,374,58.62314606,374,52.03020096,374,53.80226517,374,17.73470306,374,16.92486572,374,9.659146309,
373,63.4562912,373,59.13660049,373,52.15538025,373,54.173172,373,17.6147213,373,17.09631729,373,9.752550125,
372,63.67939758,372,59.45138168,372,52.22935104,372,54.35189056,372,17.3147583,372,17.21099663,372,9.763281822,
371,64.20719147,371,60.03373718,371,52.44314194,371,54.7163353,371,17.1028595,371,17.33670235,371,9.825340271,
370,64.51319885,370,60.25937653,370,52.5255394,370,54.87446213,370,16.80373192,370,17.4808712,370,9.844189644,
369,64.85700226,369,60.33791733,369,52.57180786,369,55.05099487,369,16.52759552,369,17.51390076,369,9.824761391,
368,64.95793152,368,60.70059586,368,52.73176956,368,55.23463058,368,16.3068676,368,17.64190674,368,9.853238106,
367,65.13878632,367,60.78039551,367,52.78187943,367,55.48169708,367,15.98527241,367,17.7244854,367,9.875619888,
366,65.11223602,366,60.81729507,366,53.02812958,366,55.47650528,366,15.76300526,366,17.75090218,366,9.820953369,
365,65.08978271,365,60.84694672,365,53.0665741,365,55.58176804,365,15.50047112,365,17.75972748,365,9.782547951,
364,65.13965607,364,60.81101227,364,53.20341492,364,55.59082031,364,15.19787598,364,17.76798439,364,9.743990898,
363,64.90446472,363,60.5956955,363,53.41318893,363,55.58197403,363,14.95839691,363,17.83334732,363,9.663116455,
362,64.67614746,362,60.45640182,362,53.5193634,362,55.72912598,362,14.61990643,362,17.81825638,362,9.634149551,
361,64.48918915,361,60.24573898,361,53.52158356,361,55.70896149,361,14.34774685,361,17.73186874,361,9.589091301,
360,64.42917633,360,60.05861664,360,53.71701813,360,55.64342117,360,14.05992222,360,17.7664547,360,9.550754547,
359,64.10938263,359,59.78495026,359,53.72407913,359,55.6551857,359,13.76341915,359,17.80259514,359,9.47865963,
358,63.89949799,358,59.46611786,358,53.8822937,358,55.61091232,358,13.51610088,358,17.74564362,358,9.430478096,
357,63.5803566,357,59.19645309,357,53.99216843,357,55.53318405,357,13.31231403,357,17.69034767,357,9.316043854,
356,63.29645538,356,58.75811005,356,53.95370102,356,55.47121048,356,12.94918251,356,17.66355133,356,9.358442307,
355,63.15483856,355,58.59010696,355,54.17235947,355,55.50075912,355,12.73584557,355,17.71535492,355,9.26985836,
354,62.83092499,354,58.36144257,354,54.32099533,354,55.50717163,354,12.46804047,354,17.70874786,354,9.182855606,
353,62.66485596,353,58.20996094,353,54.32015228,353,55.11839294,353,12.20603561,353,17.57263184,353,9.15571785,
352,62.4185791,352,58.02388,352,54.39955139,352,55.17605591,352,11.95695114,352,17.57004738,352,9.171276093,
351,62.14619827,351,57.80209732,351,54.48678207,351,55.00063324,351,11.72062492,351,17.4849472,351,9.100373268,
350,62.29460144,350,57.86479187,350,54.67036438,350,55.00313568,350,11.52841568,350,17.50898933,350,9.117533684,
